uniqid_eco4,NWALT74_12_eco4,NWALT74_21_eco4,NWALT74_22_eco4,NWALT74_23_eco4,NWALT74_24_eco4,NWALT74_25_eco4,NWALT74_26_eco4,NWALT74_27_eco4,NWALT74_31_eco4,NWALT74_32_eco4,NWALT74_33_eco4,NWALT74_41_eco4,NWALT74_43_eco4,NWALT74_44_eco4,NWALT74_45_eco4,NWALT74_46_eco4,NWALT74_50_eco4,NWALT74_60_eco4,NWALT74_9999_eco4
353,7.00,0.40,0.19,0.20,0.04,0.07,0.82,0.64,0.50,1.24,0.03,0.04,2.93,8.99,0.74,0.73,72.88,0.79,0.00
354,1.23,0.48,0.16,0.04,0.02,0.02,0.47,0.51,0.00,0.56,0.00,0.04,0.54,28.41,5.69,5.33,55.44,0.04,0.00
355,3.60,0.35,0.20,0.14,0.04,0.01,0.48,0.90,0.09,0.91,0.01,0.03,0.38,6.33,1.11,0.49,76.85,4.77,0.00
356,5.70,0.40,0.35,0.18,0.10,0.00,1.05,1.49,0.86,1.48,0.01,0.04,1.72,6.58,1.30,0.48,76.12,1.45,0.00
357,10.28,0.88,0.48,0.35,0.07,0.32,0.69,0.54,0.46,0.25,0.00,0.01,29.58,27.09,1.13,1.38,20.74,0.04,0.00
358,1.20,0.82,0.12,0.19,0.02,0.00,0.39,0.51,0.00,0.49,0.05,0.10,1.47,32.95,3.23,1.91,55.95,0.15,0.00
359,0.01,0.29,0.04,0.01,0.02,0.01,0.12,0.47,0.00,0.36,0.00,0.01,0.15,8.23,1.76,0.52,86.23,0.12,0.00
360,0.00,0.38,0.21,0.06,0.11,0.12,0.53,0.57,0.01,2.25,0.01,0.06,0.17,5.33,0.89,0.21,85.57,0.75,0.00
361,0.02,0.31,0.04,0.01,0.05,0.00,0.21,0.83,0.10,1.03,0.00,0.02,0.16,11.32,1.80,0.59,78.53,0.06,0.00
362,0.12,0.31,0.24,0.17,0.11,0.28,0.56,0.39,1.13,0.59,0.00,0.01,0.40,6.77,1.12,0.99,85.63,0.01,0.00
363,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.01,1.47,0.91,1.58,94.85,0.28,0.00
364,0.16,0.57,0.07,0.01,0.00,0.00,0.16,0.47,0.00,0.12,0.00,0.00,0.67,30.00,3.22,2.72,61.23,0.00,0.00
365,0.01,0.07,0.00,0.03,0.02,0.00,0.01,0.32,0.00,0.09,0.00,0.01,0.30,6.57,1.60,0.71,89.88,0.00,0.00
366,4.09,0.36,0.34,0.19,0.16,0.02,0.42,0.36,0.60,0.24,0.00,0.09,24.66,32.47,1.23,0.95,20.93,0.00,0.00
367,0.28,0.40,0.13,0.03,0.03,0.00,0.31,0.95,0.03,0.45,0.00,0.01,1.74,36.06,2.53,0.52,54.68,0.10,0.00
368,1.05,0.75,0.47,0.21,0.07,0.13,1.22,0.96,0.26,0.80,0.01,0.11,1.27,44.04,4.95,2.07,37.75,0.04,0.00
369,0.16,0.45,0.13,0.14,0.04,0.04,0.48,0.44,0.00,1.15,0.00,0.01,0.96,18.08,6.92,13.45,53.31,0.00,0.00
370,0.04,0.16,0.01,0.00,0.00,0.00,0.01,0.22,0.00,0.04,0.00,0.00,0.14,10.48,1.22,0.37,86.60,0.70,0.00
371,0.05,0.19,0.06,0.02,0.03,0.02,0.15,0.52,0.22,0.28,0.00,0.02,0.23,14.11,1.68,0.53,80.63,0.03,0.00
372,0.15,0.68,0.48,0.17,0.10,0.15,1.23,1.02,0.43,0.77,0.01,0.09,4.31,57.20,2.80,0.46,28.54,0.02,0.00
373,0.05,0.22,0.06,0.01,0.04,0.00,0.15,0.72,0.01,0.63,0.00,0.01,0.29,21.23,3.09,0.90,70.13,0.59,0.00
374,0.02,0.22,0.11,0.01,0.03,0.00,0.18,0.67,0.00,0.69,0.00,0.01,0.21,16.60,2.32,0.55,74.11,0.11,0.00
375,0.04,0.42,0.15,0.03,0.04,0.01,0.42,0.57,0.00,0.67,0.00,0.01,0.86,33.72,3.22,0.75,58.80,0.04,0.00
376,0.28,0.24,0.06,0.13,0.05,0.00,0.29,0.67,0.00,2.15,0.01,0.02,1.72,14.71,2.73,0.46,74.06,0.06,0.00
377,0.04,0.37,0.18,0.05,0.03,0.05,0.54,0.65,0.00,0.57,0.03,0.24,0.62,16.55,0.99,0.72,77.76,0.17,0.00
378,0.11,0.25,0.04,0.02,0.02,0.00,0.12,0.55,0.00,0.39,0.03,0.06,0.58,9.19,1.43,0.57,86.17,0.08,0.00
379,0.13,0.16,0.02,0.00,0.00,0.00,0.06,0.22,0.00,0.18,0.00,0.01,0.17,6.09,0.84,0.31,91.09,0.42,0.00
380,0.08,0.73,0.51,0.20,0.17,0.06,2.10,1.02,3.07,4.22,0.00,0.07,3.29,18.71,1.36,0.54,63.11,0.09,0.00
381,0.52,0.31,0.10,0.01,0.03,0.04,0.31,0.54,0.00,0.47,0.00,0.01,1.17,9.93,1.18,0.42,83.32,0.16,0.00
382,0.10,0.35,0.11,0.01,0.02,0.02,0.40,0.48,0.00,0.33,0.00,0.00,18.97,50.17,1.75,0.20,26.89,0.00,0.00
383,1.30,3.96,5.82,3.15,1.97,8.21,13.10,4.54,3.71,1.94,0.06,0.26,10.68,13.54,0.69,0.39,17.88,0.01,0.00
384,0.42,1.65,1.91,1.00,0.90,1.04,4.04,1.97,0.74,0.77,0.03,0.07,33.98,31.52,1.04,0.37,14.74,0.42,0.00
385,0.20,1.54,2.02,0.74,0.48,1.05,5.09,1.87,0.89,0.67,0.01,0.02,29.24,44.20,0.78,0.33,10.00,0.05,0.00
386,0.06,0.32,0.34,0.08,0.15,0.17,1.81,1.89,0.76,1.24,0.00,0.01,6.84,16.59,1.62,0.84,66.50,0.12,0.00
387,0.99,0.37,0.10,0.03,0.04,0.04,0.39,0.36,0.00,0.19,0.00,0.02,26.88,46.47,2.02,1.04,20.07,0.06,0.00
388,0.18,0.81,0.60,0.37,0.17,0.57,1.36,0.70,0.75,0.55,0.03,0.05,15.11,42.63,4.10,14.49,15.51,0.02,0.00
389,1.14,0.63,0.57,0.32,0.29,0.68,1.35,0.77,0.91,0.44,0.01,0.05,26.05,49.51,1.00,1.41,13.88,0.01,0.00
390,3.11,0.48,0.23,0.08,0.05,0.12,0.64,0.47,0.00,0.19,0.04,0.21,31.00,44.81,1.09,0.54,15.64,0.13,0.00
391,0.88,0.58,0.23,0.07,0.04,0.07,0.60,0.49,0.10,0.27,0.01,0.03,42.68,36.12,0.99,0.43,15.90,0.01,0.00
392,0.02,0.33,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.05,0.04,6.69,45.38,44.03,0.09
393,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,32.65,66.11,0.01
394,0.01,0.07,0.01,0.00,0.00,0.00,0.02,0.03,0.00,0.03,0.00,0.00,0.01,0.06,0.01,0.01,67.13,30.64,0.01
395,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,0.01,4.96,48.39,46.39,0.00
396,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.29,82.46,0.00
397,0.68,0.11,0.02,0.00,0.00,0.00,0.04,0.16,0.00,0.02,0.00,0.00,30.52,7.32,2.02,45.78,6.03,0.20,0.00
398,1.72,0.22,0.16,0.02,0.04,0.09,0.20,0.24,0.22,0.08,0.00,0.00,19.42,12.16,0.45,43.84,8.84,0.33,0.00
399,0.28,0.20,0.07,0.04,0.01,0.01,0.11,0.23,0.05,0.07,0.00,0.01,50.23,5.26,0.18,35.43,4.87,0.00,0.00
400,0.22,0.14,0.01,0.01,0.00,0.00,0.01,0.16,0.00,0.09,0.00,0.00,45.36,2.10,0.75,40.79,5.99,0.00,0.00
401,0.21,0.17,0.03,0.00,0.00,0.00,0.06,0.16,0.00,0.01,0.00,0.00,35.46,37.16,6.37,15.22,2.13,0.00,0.00
402,0.08,0.22,0.06,0.01,0.01,0.01,0.09,0.19,0.00,0.05,0.01,0.00,44.44,12.98,2.74,34.30,3.21,0.00,0.00
403,0.26,0.32,0.06,0.01,0.01,0.00,0.15,0.22,0.00,0.05,0.01,0.00,34.77,6.86,12.82,39.44,4.73,0.00,0.00
404,0.90,0.14,0.03,0.00,0.02,0.00,0.06,0.14,0.00,0.07,0.00,0.00,7.65,3.71,4.84,55.80,17.39,0.00,0.00
405,0.15,0.16,0.01,0.01,0.00,0.00,0.02,0.16,0.00,0.04,0.00,0.00,52.06,1.06,0.32,39.59,5.87,0.00,0.01
406,0.09,0.12,0.02,0.00,0.01,0.01,0.02,0.07,0.00,0.05,0.01,0.01,18.51,0.83,0.27,69.76,9.67,0.01,0.01
407,0.01,0.11,0.02,0.00,0.00,0.00,0.00,0.16,0.00,0.01,0.00,0.00,53.46,0.16,1.18,38.25,5.76,0.00,0.11
408,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,10.56,0.23,0.30,77.76,10.05,0.00,0.30
409,0.05,0.06,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,14.79,0.26,0.18,76.87,7.63,0.00,0.04
410,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,49.09,0.21,0.81,45.75,3.43,0.00,0.18
411,0.10,0.26,0.07,0.04,0.02,0.06,0.09,0.22,0.02,0.14,0.02,0.01,62.53,0.67,0.68,27.53,6.69,0.01,0.00
412,0.11,0.18,0.05,0.01,0.00,0.01,0.12,0.22,0.00,0.06,0.02,0.01,34.55,3.98,6.29,48.62,5.51,0.03,0.00
413,0.47,0.23,0.03,0.00,0.00,0.01,0.05,0.07,0.00,0.10,0.01,0.00,1.36,0.75,1.72,77.42,16.64,0.02,0.04
414,0.34,0.14,0.00,0.00,0.00,0.00,0.01,0.07,0.00,0.00,0.00,0.00,16.72,1.51,1.50,58.54,20.74,0.00,0.01
415,0.01,0.15,0.03,0.01,0.00,0.00,0.05,0.15,0.00,0.05,0.00,0.02,29.92,7.86,1.03,54.43,5.76,0.00,0.00
416,0.07,0.08,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.04,0.00,0.00,1.31,0.38,0.90,75.24,20.61,0.02,0.00
417,0.45,0.15,0.05,0.02,0.01,0.03,0.07,0.09,0.02,0.08,0.01,0.02,5.84,1.21,0.66,66.71,14.35,0.09,0.00
418,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.93,0.39,0.41,46.62,51.57,0.00,0.00
419,0.06,0.09,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.01,2.07,0.64,1.18,79.52,16.15,0.00,0.00
420,0.04,0.23,0.02,0.00,0.00,0.00,0.03,0.10,0.00,0.06,0.01,0.00,18.05,2.19,1.97,73.37,3.05,0.17,0.00
421,0.41,0.24,0.07,0.07,0.02,0.03,0.11,0.10,0.11,0.10,0.02,0.05,5.01,1.57,2.58,73.63,15.12,0.00,0.00
422,0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,2.68,0.16,1.55,57.24,34.60,3.15,0.00
423,0.72,0.16,0.03,0.00,0.00,0.00,0.03,0.16,0.00,0.08,0.00,0.00,10.58,2.17,6.47,73.75,5.51,0.00,0.00
424,0.07,0.10,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.03,0.00,0.00,5.03,2.43,0.39,89.16,2.21,0.00,0.00
425,0.01,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.84,2.07,0.99,90.28,5.09,0.00,0.00
426,0.31,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.05,0.13,0.06,43.04,51.50,0.18,0.00
427,0.00,0.24,0.04,0.00,0.01,0.03,0.03,0.11,0.00,0.04,0.06,0.00,32.55,3.48,1.02,51.48,10.84,0.00,0.00
428,0.17,0.16,0.05,0.02,0.02,0.02,0.08,0.07,0.03,0.04,0.00,0.02,6.85,1.16,0.73,67.88,22.48,0.01,0.00
429,0.09,0.20,0.02,0.00,0.00,0.00,0.03,0.04,0.00,0.04,0.01,0.00,17.04,1.42,0.45,61.63,18.75,0.05,0.00
430,0.10,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.04,0.61,0.24,0.29,21.11,77.44,0.01,0.00
431,0.68,0.28,0.08,0.01,0.03,0.01,0.23,0.13,0.00,0.17,0.02,0.32,0.78,1.75,2.38,57.57,35.12,0.00,0.00
432,0.37,0.18,0.01,0.00,0.00,0.00,0.06,0.11,0.00,0.08,0.00,0.00,4.12,1.55,3.25,49.25,35.86,2.33,0.00
433,0.01,0.07,0.01,0.00,0.00,0.00,0.02,0.04,0.00,0.07,0.00,0.00,1.23,1.24,0.52,52.41,44.23,0.00,0.00
434,0.03,0.33,0.05,0.01,0.01,0.04,0.11,0.11,0.00,0.23,0.03,0.00,1.39,4.66,1.96,55.75,35.07,0.00,0.00
435,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.30,0.23,0.15,60.69,37.96,0.53,0.00
436,0.19,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.05,0.00,0.00,3.59,1.07,0.67,44.50,49.41,0.00,0.00
437,0.34,0.17,0.04,0.02,0.01,0.02,0.05,0.06,0.02,0.06,0.00,0.29,0.24,0.25,0.47,75.29,22.50,0.02,0.00
438,0.22,0.31,0.11,0.14,0.04,0.08,0.39,0.18,0.40,0.20,0.18,0.02,0.18,0.89,0.20,51.87,44.51,0.00,0.00
439,1.06,0.13,0.01,0.00,0.00,0.00,0.01,0.05,0.00,0.02,0.00,0.00,4.65,0.87,0.50,89.80,2.40,0.11,0.00
440,2.19,0.13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.19,0.14,0.17,89.30,4.43,0.00,0.00
441,3.25,0.20,0.03,0.00,0.00,0.01,0.05,0.12,0.00,0.06,0.01,0.00,13.71,6.45,3.38,66.84,5.47,0.00,0.00
442,4.51,0.09,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.15,0.17,0.13,89.60,2.87,0.04,0.00
443,0.18,0.80,0.88,0.25,0.18,0.06,2.33,1.97,2.84,4.81,0.02,0.07,0.98,12.02,0.73,1.09,67.77,0.01,0.00
444,0.68,1.30,1.29,0.45,0.28,0.30,3.22,1.72,2.24,3.63,0.03,0.09,2.26,17.84,0.85,1.59,60.05,0.05,0.00
445,0.49,0.71,0.43,0.11,0.07,0.02,1.02,1.17,0.29,1.97,0.03,0.04,1.80,18.98,1.17,1.48,67.60,0.04,0.00
446,0.09,0.46,0.13,0.02,0.02,0.00,0.27,0.63,0.00,1.25,0.00,0.01,0.25,5.42,0.21,0.40,90.30,0.00,0.00
447,0.55,1.01,0.73,0.24,0.16,0.14,1.91,1.54,1.37,3.14,0.02,0.02,1.75,22.71,1.87,1.15,60.29,0.16,0.00
448,2.41,0.91,0.67,0.15,0.13,0.08,1.25,1.17,1.32,1.22,0.02,0.04,3.78,14.46,1.38,1.15,67.96,0.00,0.00
449,2.38,1.21,1.21,0.37,0.27,0.26,2.63,1.13,2.07,3.21,0.08,0.03,2.02,11.55,0.79,1.25,67.64,0.00,0.00
450,0.46,0.64,0.19,0.06,0.09,0.00,0.51,0.75,0.00,1.65,0.00,0.01,0.81,10.26,0.42,0.60,82.66,0.00,0.00
451,0.05,1.21,0.74,0.55,0.13,0.00,2.76,1.48,0.54,4.77,0.25,0.09,1.68,15.28,0.63,1.08,67.83,0.00,0.00
452,0.10,0.07,0.01,0.04,0.00,0.00,0.00,0.20,0.00,0.01,0.01,0.00,47.52,10.07,4.69,6.06,30.67,0.00,0.00
453,0.97,0.13,0.05,0.00,0.04,0.00,0.08,0.56,0.00,0.17,0.01,0.00,10.44,11.04,2.36,5.34,55.46,0.00,0.00
454,1.89,0.32,0.16,0.04,0.03,0.09,0.16,0.27,0.00,0.04,0.00,0.00,63.59,10.54,0.90,7.04,5.91,0.00,0.00
455,2.72,0.22,0.05,0.01,0.00,0.00,0.07,0.21,0.00,0.05,0.01,0.00,26.26,21.82,1.10,31.16,12.77,0.00,0.00
456,2.81,0.34,0.09,0.01,0.01,0.01,0.18,0.24,0.00,0.08,0.00,0.02,73.94,6.57,0.99,1.39,6.55,0.01,0.00
457,1.53,0.10,0.02,0.00,0.00,0.00,0.04,0.21,0.00,0.03,0.00,0.00,51.84,20.50,2.67,9.51,6.02,0.14,0.00
458,1.23,0.28,0.09,0.10,0.02,0.03,0.14,0.26,0.00,0.10,0.01,0.01,77.34,4.69,0.22,8.59,5.51,0.00,0.00
459,0.64,0.31,0.07,0.01,0.00,0.00,0.11,0.23,0.00,0.05,0.00,0.40,75.41,2.07,0.76,14.45,4.25,0.00,0.00
460,1.36,0.24,0.07,0.01,0.01,0.02,0.10,0.23,0.00,0.04,0.00,0.00,60.96,22.79,2.05,3.86,5.54,0.00,0.00
461,2.41,0.14,0.06,0.00,0.00,0.01,0.11,0.19,0.00,0.02,0.00,0.00,34.05,40.99,5.43,5.46,6.08,0.00,0.00
462,1.06,0.25,0.06,0.02,0.02,0.01,0.15,0.23,0.00,0.08,0.01,0.00,50.60,12.18,10.59,9.64,3.37,0.01,0.00
463,0.22,0.29,0.07,0.01,0.01,0.00,0.17,0.28,0.00,0.06,0.00,0.01,47.15,24.45,15.71,5.74,5.22,0.12,0.00
464,0.55,0.53,0.22,0.12,0.06,0.11,0.27,0.31,0.00,0.15,0.03,0.02,60.56,13.93,9.99,8.90,3.07,0.14,0.00
465,0.28,0.31,0.13,0.03,0.03,0.04,0.22,0.26,0.01,0.04,0.01,0.00,53.00,31.78,3.46,5.96,2.46,0.00,0.00
466,2.61,0.28,0.12,0.04,0.02,0.04,0.18,0.30,0.00,0.05,0.04,0.03,67.89,16.53,1.56,0.91,6.50,0.12,0.00
467,0.10,0.45,0.26,0.11,0.10,0.13,0.47,0.40,0.06,0.13,0.01,0.02,83.46,7.24,1.31,2.07,3.32,0.02,0.00
468,0.82,0.47,0.26,0.09,0.09,0.15,0.54,0.43,0.04,0.18,0.01,0.02,86.03,3.07,0.61,1.19,4.50,0.04,0.00
469,0.74,0.51,0.34,0.13,0.13,0.25,0.78,0.59,0.18,0.26,0.01,0.03,80.68,5.20,0.63,3.15,5.82,0.02,0.00
470,2.35,1.28,0.43,0.67,0.14,0.22,0.44,0.40,0.40,0.13,0.01,0.01,75.01,4.42,0.41,1.30,6.56,0.08,0.00
471,0.11,0.46,0.15,0.04,0.05,0.06,0.37,0.36,0.00,0.07,0.00,0.01,80.91,11.43,0.62,2.23,2.83,0.00,0.00
472,0.90,0.62,0.37,0.16,0.15,0.33,0.94,0.59,0.40,0.27,0.00,0.03,54.35,24.01,1.44,3.09,11.38,0.02,0.00
473,0.49,0.74,0.40,0.25,0.26,0.11,0.95,1.21,0.26,0.55,0.02,0.06,54.23,20.71,1.24,1.80,14.40,0.08,0.00
474,0.05,0.68,0.92,0.31,0.28,0.92,1.42,0.61,0.50,0.36,0.00,0.02,67.36,5.87,2.39,7.64,9.83,0.02,0.00
475,0.05,0.39,0.27,0.07,0.09,0.24,0.44,0.33,0.15,0.16,0.00,0.00,46.32,18.86,3.80,19.36,8.48,0.00,0.00
476,0.82,0.78,0.51,0.35,0.17,0.46,0.65,0.63,0.00,0.60,0.01,0.09,72.14,1.94,2.22,4.80,7.14,0.00,0.00
477,0.07,0.26,0.09,0.02,0.02,0.01,0.20,0.26,0.00,0.16,0.01,0.00,71.10,3.77,4.96,13.27,5.11,0.00,0.00
478,0.21,0.38,0.31,0.08,0.06,0.13,0.51,0.29,0.00,0.40,0.04,0.02,62.54,2.39,5.62,20.62,5.57,0.00,0.00
479,0.03,0.53,0.39,0.08,0.15,0.47,0.94,0.60,0.79,0.54,0.02,0.02,53.92,15.20,3.29,8.75,13.40,0.49,0.00
480,0.44,0.50,0.22,0.12,0.07,0.12,0.28,0.34,0.03,0.06,0.00,0.01,90.98,2.01,0.14,0.19,3.31,0.16,0.00
481,3.79,0.27,0.04,0.00,0.00,0.00,0.10,0.23,0.00,0.06,0.00,0.02,65.36,9.35,2.02,3.59,13.12,1.11,0.00
482,0.13,0.85,0.15,0.22,0.00,0.01,0.16,0.38,0.00,0.05,0.01,0.01,92.36,1.71,0.01,0.03,1.96,0.00,0.00
483,6.85,0.28,0.08,0.02,0.01,0.01,0.19,0.27,0.00,0.13,0.00,0.01,59.12,12.71,0.63,0.92,16.64,0.22,0.00
484,59.78,0.10,0.01,0.00,0.00,0.00,0.02,0.09,0.00,0.02,0.00,0.00,6.32,3.24,0.27,0.14,14.91,0.21,0.01
485,40.03,0.20,0.03,0.03,0.00,0.03,0.08,0.12,0.00,0.11,0.02,0.01,0.60,3.40,0.60,0.18,53.09,0.09,0.00
486,0.04,0.26,0.04,0.05,0.02,0.00,0.08,0.38,0.01,0.19,0.01,0.01,0.30,0.74,0.11,0.11,93.55,2.63,0.00
487,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,82.79,16.76,0.00
488,0.08,0.14,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,65.48,32.36,0.00
489,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,25.26,72.04,0.00
490,0.02,0.14,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,62.52,36.53,0.00
491,0.08,0.17,0.01,0.01,0.00,0.00,0.09,0.04,0.00,0.29,0.00,0.02,0.01,0.01,0.00,0.20,96.09,1.74,0.00
492,0.03,0.42,0.06,0.04,0.01,0.00,0.13,0.14,0.00,0.37,0.00,0.02,0.82,0.58,0.12,1.50,94.76,0.36,0.00
493,0.00,0.27,0.11,0.00,0.02,0.00,1.08,0.21,0.00,2.12,0.00,0.00,0.03,0.02,0.13,0.26,95.48,0.17,0.00
494,3.34,0.33,0.17,0.25,0.07,0.13,0.34,0.36,0.58,0.38,0.01,0.24,1.97,7.33,0.66,0.19,74.45,7.95,0.00
495,28.71,0.52,0.21,0.15,0.16,0.10,0.44,0.61,0.00,0.76,0.02,0.31,1.72,2.55,0.15,0.35,59.12,0.66,0.00
496,29.17,0.86,0.31,0.10,0.13,0.07,0.79,1.10,0.00,2.24,0.10,0.88,2.56,1.98,0.26,2.15,47.47,0.13,0.00
497,21.19,0.24,0.07,0.01,0.10,0.00,0.25,0.70,0.00,0.72,0.02,0.02,5.70,6.47,0.44,3.64,57.94,0.00,0.00
498,9.72,0.32,0.03,0.01,0.06,0.00,0.07,0.65,0.00,0.32,0.00,0.01,3.17,1.46,0.24,2.48,80.73,0.04,0.00
499,10.76,0.44,0.12,0.16,0.08,0.01,0.50,1.08,0.00,2.01,0.03,0.02,3.20,3.21,0.25,1.94,73.32,0.01,0.00
